,video_id,subject_id,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,subject_understood
344,0,0,4225.641113,4186.025879,4303.333496,4252.563965,4225.128418,4175.256348,4151.410156,4178.077148,4162.05127,4158.846191,4602.05127,4426.410156,4407.563965,4512.05127,0
345,0,0,4205.128418,4173.333496,4283.846191,4235.897461,4213.461426,4138.077148,4137.563965,4162.05127,4145.0,4142.307617,4587.05127,4407.692383,4402.563965,4506.538574,0
346,0,0,4190.256348,4156.794922,4274.487305,4233.333496,4204.743652,4158.846191,4137.692383,4152.820313,4144.487305,4126.025879,4556.794922,4382.179688,4371.666504,4485.256348,0
347,0,0,4186.410156,4177.05127,4281.410156,4242.436035,4210.384766,4159.230957,4139.743652,4155.0,4144.230957,4143.846191,4583.846191,4389.743652,4410.769043,4495.512695,0
348,0,0,4190.641113,4170.384766,4288.205078,4233.461426,4212.05127,4143.846191,4135.641113,4163.717773,4151.922852,4143.333496,4572.436035,4391.922852,4401.538574,4507.05127,0
349,0,0,4201.794922,4189.358887,4307.436035,4247.563965,4221.538574,4138.461426,4163.717773,4190.769043,4177.307617,4176.666504,4617.820313,4425.897461,4441.538574,4531.410156,0
350,0,0,4198.846191,4175.128418,4297.820313,4245.0,4215.641113,4166.538574,4164.230957,4177.692383,4157.692383,4161.922852,4592.94873,4395.256348,4415.769043,4509.487305,0
351,0,0,4203.974121,4186.666504,4290.897461,4246.282227,4221.922852,4178.461426,4151.282227,4157.692383,4141.922852,4139.871582,4582.563965,4375.897461,4401.538574,4499.230957,0
352,0,0,4191.666504,4174.487305,4271.666504,4217.179688,4200.769043,4154.615234,4131.794922,4156.538574,4140.641113,4154.102539,4571.410156,4367.05127,4411.282227,4495.384766,0
353,0,0,4210.256348,4185.128418,4277.436035,4223.205078,4210.769043,4156.153809,4137.05127,4152.820313,4145.641113,4145.256348,4562.94873,4364.871582,4394.743652,4488.077148,0
354,0,0,4220.512695,4172.94873,4280.128418,4223.846191,4200.897461,4151.025879,4135.384766,4162.307617,4155.256348,4156.282227,4572.820313,4364.615234,4407.563965,4492.05127,0
355,0,0,4233.205078,4192.05127,4287.563965,4233.333496,4212.692383,4149.871582,4129.615234,4142.820313,4132.436035,4147.179688,4590.0,4364.102539,4410.128418,4499.743652,0
356,0,0,4210.769043,4171.282227,4270.769043,4206.282227,4197.05127,4142.05127,4127.307617,4168.589844,4168.974121,4149.230957,4570.384766,4359.615234,4389.743652,4484.615234,0
357,0,0,4221.666504,4179.358887,4278.846191,4216.410156,4212.179688,4135.384766,4135.0,4154.487305,4158.589844,4139.871582,4557.94873,4363.333496,4386.794922,4488.461426,0
358,0,0,4210.0,4178.077148,4268.717773,4216.794922,4200.0,4134.871582,4118.077148,4146.282227,4141.410156,4124.102539,4530.128418,4344.102539,4363.717773,4475.384766,0
359,0,0,4234.487305,4192.563965,4285.769043,4233.846191,4217.692383,4140.128418,4147.05127,4173.333496,4165.128418,4147.307617,4556.794922,4375.0,4396.410156,4495.256348,0
360,0,0,4249.230957,4219.102539,4294.871582,4250.128418,4223.974121,4140.0,4154.487305,4165.897461,4143.717773,4139.230957,4556.538574,4376.025879,4399.102539,4484.743652,0
361,0,0,4227.94873,4190.641113,4277.692383,4215.897461,4209.615234,4155.0,4153.077148,4170.512695,4162.179688,4135.512695,4543.205078,4364.102539,4389.358887,4452.820313,0
362,0,0,4220.128418,4186.410156,4276.666504,4209.230957,4211.153809,4151.282227,4139.230957,4148.461426,4145.256348,4129.230957,4553.077148,4356.153809,4391.794922,4440.0,0
363,0,0,4237.05127,4210.769043,4286.538574,4248.846191,4216.025879,4156.538574,4140.641113,4151.922852,4156.025879,4139.230957,4565.641113,4365.0,4412.563965,4452.307617,0
364,0,0,4227.179688,4213.974121,4283.974121,4246.538574,4216.025879,4141.922852,4136.666504,4156.922852,4151.538574,4149.102539,4560.384766,4362.307617,4413.333496,4450.128418,0
365,0,0,4228.077148,4197.94873,4288.077148,4242.692383,4222.94873,4154.487305,4150.512695,4165.256348,4152.692383,4139.230957,4571.153809,4373.077148,4401.666504,4463.205078,0
366,0,0,4236.922852,4213.717773,4293.717773,4254.358887,4228.205078,4151.153809,4147.820313,4160.384766,4157.94873,4139.615234,4563.589844,4373.717773,4396.025879,4468.846191,0
367,0,0,4237.692383,4217.820313,4294.102539,4250.0,4224.102539,4149.743652,4134.102539,4158.205078,4159.871582,4163.333496,4588.077148,4381.410156,4417.820313,4484.358887,0
368,0,0,4230.769043,4212.820313,4289.358887,4243.205078,4230.512695,4155.897461,4140.0,4159.871582,4153.589844,4154.230957,4583.589844,4374.615234,4420.641113,4485.641113,0
